Age;Education;Marital_Status;Income;Children;Mn_Customer;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;AllSpends
61;Graduation;Divorced;23295;0;7;0;0;1;2;12;5;20
48;Master;Divorced;42618;1;10;76;14;74;13;5;10;192
56;Graduation;Single;81246;0;12;398;190;537;61;156;37;1379
44;Graduation;Married;24027;1;6;14;7;11;11;0;5;48
67;PhD;Married;55707;1;12;208;7;82;30;66;35;428
65;Graduation;Single;57959;1;5;430;16;322;43;24;33;868
51;Graduation;Married;56796;1;2;656;38;161;62;47;37;1001
49;Master;Single;36230;1;10;14;2;30;8;2;3;59
40;2n Cycle;Married;70829;2;12;141;70;106;72;19;23;431
44;Graduation;Married;65991;1;9;507;19;364;25;47;9;971
48;Graduation;Married;38988;3;8;164;24;103;12;3;42;348
54;2n Cycle;Single;89572;0;9;606;24;974;197;194;64;2059
36;Master;Married;42207;1;4;116;11;72;3;17;46;265
68;Graduation;Married;50300;1;5;143;15;60;24;23;5;270
38;2n Cycle;Together;66664;0;9;398;96;447;220;96;32;1289
56;Graduation;Married;60597;1;1;522;0;257;32;16;66;893
71;Graduation;Widow;70165;0;9;161;0;253;199;191;122;926
62;PhD;Widow;50520;1;1;112;0;6;2;1;14;135
57;Graduation;Married;80124;0;6;483;84;398;205;84;241;1495
45;Graduation;Married;33183;1;2;7;5;39;17;15;37;120
51;PhD;Single;66582;0;3;789;25;420;16;38;0;1288
65;PhD;Together;75261;0;4;1239;17;413;23;34;17;1743
50;Graduation;Widow;31880;1;10;4;1;5;2;0;3;15
69;Graduation;Married;53790;2;3;335;42;127;28;5;5;542
49;PhD;Together;49269;1;8;639;8;166;11;8;58;890
45;Graduation;Married;61456;1;3;563;76;384;84;192;89;1388
40;Graduation;Married;37406;1;10;2;0;8;2;2;3;17
39;PhD;Together;56937;1;8;746;8;125;11;8;8;906
42;Graduation;Married;38415;2;1;22;1;13;4;0;4;44
32;Graduation;Single;20518;1;5;4;1;6;4;1;9;25
64;Graduation;Married;62503;1;2;478;0;193;110;75;117;973
48;PhD;Single;41644;2;5;20;3;4;2;0;2;31
43;Master;Married;55842;1;5;451;0;39;0;4;24;518
48;PhD;Married;62010;1;10;371;22;39;6;0;92;530
43;Graduation;Married;41124;1;10;281;7;84;15;0;119;506
47;Master;Married;38961;1;12;19;7;19;0;1;24;70
48;Master;Divorced;37760;1;8;26;3;13;2;10;0;54
46;Graduation;Single;32233;1;8;138;15;35;25;11;72;296
45;Graduation;Married;43057;1;10;213;2;44;0;2;5;266
60;Master;Together;83151;0;10;407;28;100;120;74;18;747
56;PhD;Divorced;78825;0;9;483;74;114;169;37;18;895
44;Master;Together;65104;1;11;738;0;232;13;20;50;1053
46;Graduation;Married;60093;1;6;502;12;109;16;6;90;735
51;Graduation;Married;14045;1;1;11;0;5;2;1;1;20
68;2n Cycle;Widow;28457;0;10;24;1;108;29;29;14;205
62;PhD;Together;78952;1;9;1170;19;594;99;76;134;2092
44;Graduation;Divorced;46310;1;12;185;2;88;15;5;14;309
65;Graduation;Together;76005;0;2;983;20;389;240;50;40;1722
56;Master;Single;58308;1;1;691;0;69;10;0;130;900
76;PhD;Divorced;55614;0;11;504;13;131;8;0;26;682
58;Master;Divorced;59432;1;4;317;25;265;25;19;12;663
42;Graduation;Divorced;55563;1;4;29;1;9;2;0;2;43
49;PhD;Together;78642;1;4;1396;0;322;46;35;17;1816
71;PhD;Together;67911;1;5;529;0;356;63;28;0;976
76;Graduation;Married;65275;0;4;388;14;218;91;14;21;746
70;Graduation;Together;27203;2;8;13;2;21;4;0;24;64
59;Master;Together;48330;1;11;28;0;4;0;0;0;32
30;Basic;Married;24279;0;12;16;36;21;20;62;108;263
35;PhD;Married;64355;1;8;1047;0;140;67;38;153;1445
64;Master;Together;50943;1;6;31;0;7;2;0;6;46
67;Graduation;Widow;53653;0;11;815;10;239;28;10;108;1210
44;Graduation;Married;65665;1;12;225;162;387;106;36;29;945
31;Graduation;Single;81217;0;7;493;70;324;146;40;84;1157
28;Graduation;Married;34935;0;6;34;4;66;3;10;20;137
61;Graduation;Divorced;61250;1;12;382;138;65;60;26;59;730
39;PhD;Together;39665;1;5;127;1;56;0;1;31;216
41;Graduation;Single;60152;1;3;325;83;300;86;58;91;943
56;Graduation;Married;48920;2;10;238;17;68;8;10;6;347
61;Master;Together;89120;0;3;1168;92;408;72;129;55;1924
74;PhD;Together;44124;1;5;284;0;55;0;6;52;397
45;Master;Single;81169;0;4;1288;20;613;80;61;27;2089
59;Graduation;Married;36443;2;2;65;0;46;4;3;20;138
30;Graduation;Single;26095;1;6;11;7;9;3;1;11;42
61;Graduation;Together;71367;0;8;227;23;389;42;21;75;777
76;Master;Married;80184;0;3;1035;134;670;25;38;0;1902
55;Graduation;Divorced;30630;2;1;27;1;12;2;0;10;52
33;Master;Single;73454;0;3;982;73;351;56;14;175;1651
29;Graduation;Married;42691;0;8;179;2;64;38;17;58;358
67;Graduation;Married;70503;0;9;1379;33;216;0;33;66;1727
33;Graduation;Married;25545;1;9;32;1;64;16;12;85;210
34;Graduation;Married;32880;1;12;8;4;15;7;6;2;42
62;PhD;Together;77863;0;11;881;38;319;16;25;12;1291
43;Master;Married;50353;0;6;141;15;153;67;31;35;442
56;Graduation;Single;61839;0;8;1000;155;379;224;17;120;1895
60;PhD;Married;49154;2;11;206;10;67;30;27;71;411
45;2n Cycle;Widow;47682;1;2;162;61;83;97;57;61;521
51;Graduation;Single;72679;1;9;619;54;260;127;54;54;1168
43;Master;Together;57954;2;6;456;4;24;0;0;9;493
58;Graduation;Married;65316;2;4;112;6;92;3;9;38;260
38;Graduation;Single;28567;1;6;11;3;22;2;2;6;46
69;Master;Together;47352;1;4;172;12;112;8;0;15;319
53;Graduation;Together;44931;1;1;78;0;11;0;0;7;96
53;Graduation;Divorced;76982;0;2;464;151;292;65;60;30;1062
68;2n Cycle;Together;57247;1;8;99;4;32;37;54;6;232
39;Master;Single;22944;1;12;19;3;19;4;5;26;76
43;2n Cycle;Together;25315;1;11;1;9;8;11;3;22;54
51;Graduation;Widow;43638;1;8;63;10;83;7;19;19;201
36;PhD;Single;42710;1;11;252;3;42;4;3;102;406
38;PhD;Married;84169;0;8;1478;19;403;0;19;0;1919
44;Graduation;Together;54058;1;6;198;18;252;32;108;54;662
30;2n Cycle;Married;24683;1;3;8;4;10;6;7;6;41
56;Graduation;Widow;85620;0;1;416;46;925;60;107;46;1600
40;Graduation;Married;47850;1;12;42;7;43;20;12;10;134
52;Graduation;Married;19514;2;1;14;3;21;2;1;28;69
47;Master;Married;27159;2;3;17;0;3;0;0;1;21
57;2n Cycle;Single;39548;2;3;15;4;10;3;4;18;54
31;Graduation;Single;21474;1;4;6;16;24;11;0;34;91
49;PhD;Single;60504;1;2;458;0;24;6;4;34;526
57;Graduation;Married;22419;0;4;30;3;47;19;21;42;162
71;Master;Married;81698;0;11;179;28;520;111;123;47;1008
68;Graduation;Together;43462;2;9;90;17;97;15;6;15;240
42;PhD;Single;54880;1;3;308;85;137;102;45;118;795
38;Graduation;Married;79908;0;4;557;129;761;29;185;111;1772
50;2n Cycle;Married;15315;0;8;7;4;13;15;8;17;64
61;Graduation;Together;87771;1;5;1492;38;287;50;57;33;1957
42;Graduation;Married;33039;1;9;30;8;12;8;8;12;78
40;Graduation;Single;81741;0;6;249;153;940;58;134;38;1572
49;Master;Together;71499;1;6;465;25;132;136;0;37;795
50;2n Cycle;Married;62466;1;1;129;129;259;168;121;83;889
57;PhD;Divorced;48799;1;11;174;18;81;28;6;24;331
70;PhD;Together;52157;1;6;189;2;29;3;2;40;265
58;Graduation;Single;66565;1;12;747;10;161;65;40;42;1065
69;Master;Together;29298;2;9;6;0;2;2;0;1;11
41;Graduation;Single;47691;1;7;14;0;3;0;0;4;21
50;Graduation;Together;38200;2;12;12;0;4;0;0;1;17
46;Graduation;Married;44989;1;9;98;0;106;49;10;106;369
52;PhD;Married;38443;2;1;32;0;5;0;0;1;38
42;2n Cycle;Single;38593;1;9;51;12;49;17;24;24;177
50;PhD;Together;64413;1;8;200;5;44;0;10;20;279
39;Master;Married;36959;1;10;25;6;25;6;0;0;62
43;PhD;Married;61996;1;1;1050;12;144;0;0;24;1230
52;Graduation;Married;51287;2;4;117;0;22;13;0;30;182
50;Graduation;Married;13260;2;8;9;4;17;10;2;7;49
54;PhD;Together;47472;2;9;56;0;11;0;0;8;75
64;Master;Together;54603;2;7;145;13;46;17;2;4;227
46;PhD;Married;45207;2;11;203;0;10;0;0;2;215
69;Graduation;Together;40689;1;3;270;3;27;39;6;99;444
53;2n Cycle;Together;47821;2;10;9;0;16;6;6;10;47
69;Master;Married;27450;0;4;37;12;23;8;11;52;143
37;Graduation;Together;39453;1;4;46;0;7;0;0;2;55
49;2n Cycle;Together;26850;2;4;31;1;13;7;2;9;63
65;Graduation;Widow;79800;0;9;1060;21;530;32;0;224;1867
59;Master;Married;61794;1;9;264;47;188;54;47;11;611
65;Graduation;Together;53863;1;5;399;4;30;6;4;30;473
61;Graduation;Together;24221;0;8;8;9;9;2;5;22;55
36;PhD;Single;39684;1;10;19;0;35;6;4;17;81
45;Master;Married;92163;0;12;817;183;797;106;163;20;2086
55;Master;Single;69882;0;11;292;127;635;132;127;165;1478
43;Graduation;Together;33178;1;1;12;6;2;11;2;16;49
48;PhD;Married;59973;0;9;130;30;168;20;34;0;382
45;Master;Together;17459;1;9;6;4;16;3;10;30;69
51;Graduation;Divorced;23910;1;10;16;12;18;7;1;13;67
51;Master;Married;42169;2;10;19;0;9;0;0;2;30
42;2n Cycle;Married;26224;1;6;4;7;15;13;9;15;63
39;Graduation;Together;31089;1;8;31;3;31;2;8;4;79
59;Graduation;Single;30081;1;2;36;0;2;0;0;4;42
60;Graduation;Together;62807;1;8;526;28;135;10;21;99;819
65;Graduation;Single;72906;0;9;400;32;519;71;75;54;1151
72;PhD;Married;61467;2;12;410;16;114;0;5;49;594
54;Master;Together;49618;2;1;80;3;26;4;2;14;129
34;Master;Single;21888;1;12;88;10;46;2;3;64;213
47;Graduation;Widow;42429;1;2;55;0;6;2;0;4;67
64;Graduation;Divorced;26150;3;3;5;1;13;3;5;1;28
45;Basic;Married;30801;1;10;8;4;5;15;2;11;45
55;Graduation;Married;81168;0;5;410;0;592;147;22;22;1193
51;Master;Single;26877;0;8;101;13;76;20;18;40;268
76;Master;Widow;45006;0;7;162;25;53;16;0;10;266
47;Basic;Married;18978;1;12;2;8;1;4;7;15;37
53;Graduation;Married;22574;3;10;25;0;8;2;0;2;37
51;PhD;Single;48240;0;11;389;91;248;64;49;41;882
46;Graduation;Married;45837;2;7;215;13;87;17;17;24;373
55;Master;Single;35791;3;5;27;0;5;0;0;3;35
44;PhD;Together;162397;2;6;85;1;16;2;1;2;107
42;Graduation;Widow;54162;2;3;5;6;10;6;5;10;42
60;Master;Married;30522;1;8;179;8;83;19;11;26;326
59;PhD;Married;54456;1;7;352;0;27;10;0;15;404
49;Graduation;Single;31632;0;7;17;8;12;11;15;32;95
71;Graduation;Widow;72298;0;3;625;35;169;58;17;35;939
42;2n Cycle;Single;36975;1;12;10;6;11;0;4;2;33
65;2n Cycle;Married;72635;0;6;390;22;323;104;35;107;981
44;Graduation;Married;13624;1;1;10;2;15;2;1;6;36
45;Graduation;Single;84196;1;6;215;63;507;231;31;190;1237
60;Graduation;Together;70971;1;9;1001;17;572;93;125;17;1825
43;PhD;Divorced;34487;2;9;19;18;33;24;1;8;103
43;Graduation;Single;28769;1;12;41;5;129;10;3;3;191
50;PhD;Married;69084;1;11;1181;107;199;39;30;30;1586
62;PhD;Together;65488;0;6;603;45;207;36;18;54;963
50;2n Cycle;Married;62466;1;1;129;129;259;168;121;83;889
60;2n Cycle;Single;32218;0;2;10;24;15;13;1;30;93
47;Graduation;Single;83917;0;4;514;22;732;42;198;79;1587
58;Graduation;Divorced;46102;3;3;14;0;1;0;0;1;16
68;Graduation;Single;84574;0;6;387;20;713;38;54;163;1375
58;Graduation;Married;56181;1;1;121;103;69;8;44;48;393
70;Master;Divorced;63120;1;9;965;69;279;54;41;69;1477
49;Graduation;Married;73691;1;11;707;21;250;85;43;73;1179
60;Graduation;Together;63381;1;10;571;50;142;33;50;159;1005
72;PhD;Together;76140;0;5;586;66;653;17;0;26;1348
61;PhD;Divorced;62859;1;12;1063;89;102;16;12;25;1307
56;Graduation;Single;45906;1;5;305;3;27;4;3;144;486
73;Master;Together;77632;0;3;1200;105;758;0;42;147;2252
49;PhD;Married;46463;2;8;163;2;40;8;11;11;235
50;Graduation;Together;105471;0;1;1009;181;104;202;21;207;1724
50;Master;Divorced;55282;1;12;125;6;73;8;4;19;235
43;Master;Married;78710;1;5;721;0;152;119;50;50;1092
62;Graduation;Together;66886;1;9;315;4;62;41;31;146;599
60;Master;Single;98777;0;2;1000;19;711;125;115;38;2008
35;Graduation;Together;29103;1;8;16;0;17;6;3;6;48
46;Graduation;Married;67445;1;8;757;80;217;29;80;11;1174
70;PhD;Together;50616;1;4;30;2;25;0;1;9;67
65;Graduation;Divorced;49431;1;8;219;3;100;26;0;17;365
45;Graduation;Divorced;153924;0;2;1;1;1;1;1;1;6
67;Graduation;Together;61278;1;1;111;3;28;2;6;15;165
62;2n Cycle;Together;26490;0;9;45;47;52;21;20;25;210
73;PhD;Together;73059;1;8;410;112;420;0;82;71;1095
54;PhD;Single;46734;3;10;100;1;39;6;1;76;223
57;Graduation;Together;56253;1;12;509;0;65;7;11;5;597
35;Graduation;Married;19986;1;11;3;6;5;0;2;6;22
45;Graduation;Widow;58330;1;12;445;53;213;104;98;151;1064
40;Basic;Married;25965;0;9;2;2;11;41;7;11;74
64;Master;Together;14661;0;1;4;1;11;6;2;2;26
61;Graduation;Married;18690;0;12;6;1;7;23;4;19;60
46;PhD;Together;45068;1;5;14;0;3;0;0;3;20
33;Basic;Single;21063;1;9;1;10;11;19;3;15;59
52;PhD;Married;29187;1;5;26;0;6;0;0;2;34
49;2n Cycle;Married;54690;2;11;111;16;37;7;9;18;198
56;PhD;Married;59304;1;7;418;61;428;80;51;10;1048
58;Master;Single;59247;2;11;327;9;122;19;14;83;574
50;Graduation;Widow;66731;1;9;371;159;194;58;106;141;1029
40;Graduation;Married;77353;1;12;275;59;107;69;101;59;670
45;PhD;Single;52614;1;12;789;0;142;12;9;38;990
46;Graduation;Married;26751;2;5;1;1;5;0;3;1;11
57;PhD;Married;81300;1;10;1004;12;145;32;12;36;1241
41;Graduation;Single;70337;0;1;187;81;149;25;43;91;576
35;2n Cycle;Married;36145;1;6;56;4;76;17;1;18;172
40;PhD;Single;65295;0;12;365;32;117;34;110;6;664
57;Graduation;Divorced;68118;1;10;595;23;123;10;23;154;928
53;Graduation;Divorced;68743;0;8;1132;134;384;175;134;115;2074
38;2n Cycle;Together;41039;0;7;34;11;137;179;61;45;467
65;Graduation;Together;38946;1;10;116;6;82;6;6;41;257
53;Graduation;Together;65777;0;12;565;32;435;28;32;54;1146
44;PhD;Divorced;66476;1;3;372;18;126;47;48;78;689
48;PhD;Single;86857;0;9;899;102;838;133;102;40;2114
38;PhD;Married;160803;0;8;55;16;1622;17;3;4;1717
31;PhD;Together;77845;0;5;760;40;480;0;40;26;1346
51;PhD;Together;69476;0;9;260;86;559;63;9;67;1044
60;PhD;Divorced;50611;1;10;459;0;24;6;0;4;493
50;Graduation;Single;61209;0;8;466;0;224;119;49;99;957
62;Master;Together;42315;1;7;67;15;80;17;11;80;270
68;Basic;Together;13084;0;11;2;0;7;3;7;10;29
71;Master;Widow;47570;2;5;67;1;20;0;2;31;121
59;Master;Married;61923;2;7;92;4;18;3;3;6;126
25;Graduation;Single;34824;0;3;4;2;11;2;0;4;23
71;PhD;Single;26518;2;4;20;1;28;3;3;2;57
59;Graduation;Single;45938;0;11;273;11;178;62;83;29;636
60;Graduation;Together;78468;0;4;434;22;388;104;22;34;1004
47;Graduation;Divorced;78901;1;9;321;11;309;33;26;34;734
42;Graduation;Married;71427;2;3;212;123;177;15;64;23;614
42;Graduation;Divorced;71022;1;2;909;12;278;0;12;242;1453
32;Master;Single;90247;0;4;1184;32;352;21;16;16;1621
52;Master;Divorced;41335;1;12;112;19;21;16;14;5;187
34;Graduation;Married;71952;1;1;656;80;455;52;107;93;1443
50;PhD;Divorced;35682;1;6;23;0;8;6;2;18;57
69;Graduation;Divorced;43185;1;4;537;6;42;16;6;30;637
72;PhD;Together;66375;1;11;712;0;45;0;0;191;948
49;Master;Married;35178;1;1;23;1;13;2;2;18;59
34;Graduation;Married;25252;1;7;1;3;4;2;2;6;18
55;Master;Single;55250;1;10;664;58;83;32;0;66;903
45;Graduation;Single;33249;1;2;6;10;21;19;14;42;112
67;Graduation;Together;58398;0;5;299;5;201;21;21;49;596
38;Graduation;Together;50272;1;8;99;13;66;43;8;4;233
45;PhD;Married;76618;0;12;749;40;294;121;160;147;1511
60;2n Cycle;Divorced;87305;0;9;345;25;501;63;138;80;1152
42;Graduation;Together;25851;1;2;9;4;18;7;5;5;48
50;Graduation;Divorced;58710;1;3;440;81;368;0;122;174;1185
62;Graduation;Single;45160;2;3;8;2;5;3;0;3;21
55;Master;Married;74806;1;12;670;9;249;0;28;9;965
66;Graduation;Married;59111;0;5;524;0;134;28;28;155;869
36;PhD;Married;18988;1;5;6;0;6;2;1;1;16
55;Graduation;Married;72190;0;2;597;166;597;172;166;249;1947
44;Graduation;Married;7500;1;8;7;0;12;13;7;32;71
54;Graduation;Married;44794;1;6;54;0;7;0;0;4;65
65;Graduation;Married;80395;0;11;445;25;706;80;76;48;1380
44;Master;Divorced;75012;0;1;294;142;218;164;58;151;1027
55;Master;Married;56962;3;10;292;3;77;10;3;26;411
29;Graduation;Together;89891;0;4;412;22;132;59;28;183;836
71;PhD;Divorced;35946;2;9;8;0;3;0;0;0;11
67;PhD;Together;53593;2;8;349;4;78;6;0;43;480
42;Graduation;Married;66373;2;6;328;9;124;12;24;109;606
72;PhD;Divorced;45072;3;10;144;2;99;7;2;30;284
47;Graduation;Divorced;89694;2;10;1126;28;211;37;28;42;1472
71;Graduation;Married;72025;0;4;967;0;617;43;50;0;1677
47;Graduation;Married;67432;1;3;432;79;341;177;136;170;1335
68;Master;Together;70545;1;6;138;39;63;55;18;21;334
31;Basic;Married;17487;1;3;0;0;1;7;4;6;18
51;Graduation;Together;62882;1;8;509;133;497;78;24;97;1338
67;PhD;Single;64108;1;3;948;10;86;13;21;21;1099
64;Master;Together;34941;2;3;39;2;25;4;3;24;97
70;PhD;Single;48767;3;1;28;1;21;3;0;10;63
42;2n Cycle;Together;38702;1;8;13;11;24;13;8;40;109
56;Graduation;Married;82224;0;1;307;26;360;138;31;40;902
68;Graduation;Together;83844;0;5;901;31;345;75;31;191;1574
45;2n Cycle;Married;17003;1;12;2;5;12;4;8;7;38
25;Graduation;Single;71163;0;3;283;17;372;138;106;44;960
50;Graduation;Single;33697;1;9;4;3;7;0;3;11;28
66;2n Cycle;Married;63564;0;1;769;80;252;15;34;65;1215
48;PhD;Together;83443;0;12;518;42;742;55;56;84;1497
62;PhD;Together;51518;1;10;350;8;66;17;4;4;449
45;Graduation;Widow;58330;1;12;445;53;213;104;98;151;1064
51;Graduation;Married;80952;0;2;778;178;689;41;27;44;1757
41;Graduation;Together;75507;0;5;709;93;374;104;80;80;1440
42;2n Cycle;Together;63855;0;2;359;35;314;93;116;89;1006
48;PhD;Together;62220;1;8;799;12;375;16;12;12;1226
56;Graduation;Married;58512;1;9;895;10;101;13;0;152;1171
41;Master;Married;40662;1;3;40;2;23;0;4;23;92
61;PhD;Married;38829;1;4;76;0;7;0;0;16;99
39;2n Cycle;Married;35523;1;10;11;5;22;12;5;11;66
53;Graduation;Single;79146;2;4;245;16;223;21;43;16;564
32;Master;Married;78285;0;10;647;107;391;175;67;40;1427
42;PhD;Single;31626;1;5;39;1;9;2;1;34;86
68;Graduation;Single;75127;0;5;203;35;305;46;17;227;833
65;Graduation;Married;48726;1;4;138;3;38;4;0;59;242
43;Graduation;Married;74985;0;9;587;51;898;247;0;86;1869
33;Graduation;Together;67430;0;9;595;97;291;127;133;121;1364
55;2n Cycle;Married;46891;1;9;43;12;23;29;15;61;183
64;Master;Married;62058;1;5;301;7;74;10;0;58;450
41;Graduation;Married;72063;1;7;180;32;348;76;32;90;758
69;PhD;Married;78939;0;12;794;115;243;150;0;205;1507
55;Graduation;Single;42720;2;4;392;5;91;28;26;112;654
48;Graduation;Married;33622;2;4;39;1;22;3;4;12;81
63;PhD;Together;6835;1;12;107;2;12;2;2;12;137
67;Graduation;Together;41452;2;3;13;0;3;0;0;0;16
55;PhD;Single;40760;1;8;70;0;17;0;0;6;93
62;PhD;Together;74250;0;1;680;11;392;75;0;0;1158
65;Master;Single;51124;2;12;26;1;11;0;1;4;43
49;Graduation;Single;72258;1;9;522;0;522;227;120;134;1525
46;PhD;Single;71466;0;4;412;12;546;78;182;0;1230
44;Graduation;Together;36283;2;4;6;5;5;8;0;5;29
50;Graduation;Single;20587;1;5;2;3;6;4;1;9;25
48;Graduation;Married;30467;1;3;1;3;8;2;5;5;24
48;Graduation;Together;31590;1;6;6;2;15;6;6;3;38
34;Basic;Married;20425;1;10;4;12;5;3;16;17;57
60;Master;Together;17144;2;2;18;2;19;0;2;6;47
52;PhD;Divorced;42564;1;1;324;48;186;39;18;198;813
42;Master;Married;43783;1;5;327;9;125;25;4;139;629
44;Graduation;Divorced;40780;1;9;229;27;71;13;3;34;377
75;Master;Together;62847;0;1;521;168;706;80;76;61;1612
63;PhD;Married;82017;0;11;184;23;446;30;23;23;729
70;Graduation;Single;16813;0;7;4;8;11;12;2;13;50
42;Graduation;Married;51267;2;10;183;2;64;7;2;12;270
59;Graduation;Single;46524;1;4;31;19;35;26;14;52;177
58;Master;Single;45183;0;1;219;3;60;12;9;12;315
66;PhD;Married;70421;1;6;479;28;136;75;14;35;767
55;2n Cycle;Divorced;60161;1;10;584;44;212;46;8;177;1071
47;Graduation;Together;73926;0;3;627;91;597;159;91;15;1580
52;Graduation;Married;19329;1;12;24;1;16;12;2;5;60
50;Master;Married;61872;1;12;330;5;159;36;27;16;573
64;Graduation;Widow;46984;2;3;19;1;10;2;1;8;41
69;Graduation;Married;34838;2;1;28;23;29;29;14;47;170
76;PhD;Single;82716;0;11;606;148;228;15;148;22;1167
62;Graduation;Married;48192;0;4;1039;43;204;153;58;29;1526
44;Master;Married;49681;2;11;411;0;26;0;0;21;458
49;Master;Married;56850;1;3;34;1;19;2;7;0;63
63;Graduation;Married;55267;1;10;161;28;136;32;3;45;405
48;Graduation;Married;59666;2;3;623;53;178;23;17;133;1027
48;Graduation;Single;72504;1;4;604;26;470;123;161;94;1478
39;Graduation;Married;26872;0;10;3;10;8;3;16;32;72
48;Graduation;Single;21359;1;4;12;2;17;6;1;10;48
45;Graduation;Single;73170;0;5;184;174;256;50;30;32;726
65;Master;Married;52750;1;2;393;0;239;90;69;69;860
34;PhD;Together;91820;0;11;410;73;747;76;161;30;1497
50;PhD;Together;65968;1;5;376;9;83;19;4;4;495
44;Graduation;Married;30772;2;3;7;2;4;2;1;4;20
66;Graduation;Single;22507;0;11;68;0;226;51;157;68;570
48;Graduation;Married;65685;1;3;642;14;49;0;7;57;769
42;2n Cycle;Married;25804;1;9;8;7;9;13;6;12;55
40;PhD;Single;76412;0;5;840;53;804;23;71;17;1808
48;Graduation;Married;22063;1;8;7;10;13;3;11;11;55
59;Graduation;Single;57091;0;6;464;5;64;7;0;37;577
57;Graduation;Married;22419;0;4;30;3;47;19;21;42;162
61;Graduation;Together;87771;1;5;1492;38;287;50;57;33;1957
61;2n Cycle;Divorced;78353;1;4;752;122;476;39;153;34;1576
66;Graduation;Married;93404;3;5;1279;15;287;20;0;15;1616
58;Graduation;Divorced;37859;3;1;22;1;8;2;1;2;36
62;PhD;Widow;80995;1;5;860;28;409;73;56;56;1482
36;Graduation;Together;16529;1;3;3;0;5;13;0;1;22
44;PhD;Divorced;55412;2;11;10;5;28;11;1;8;63
28;Graduation;Single;48789;0;9;351;16;156;7;5;145;680
53;PhD;Together;56575;2;5;421;5;90;0;16;10;542
40;2n Cycle;Together;25130;1;10;2;5;7;0;18;18;50
53;Graduation;Married;35441;2;2;25;1;9;2;1;1;39
64;Graduation;Married;71391;1;3;336;123;274;46;123;141;1043
48;Master;Single;49494;1;4;191;9;97;0;6;82;385
40;Graduation;Divorced;81702;0;9;563;50;774;28;31;187;1633
40;2n Cycle;Single;45889;1;7;31;0;6;0;1;8;46
43;Graduation;Single;56628;1;3;479;5;82;7;17;171;761
70;Graduation;Together;34026;2;8;18;6;15;12;8;17;76
46;Graduation;Married;40049;1;11;91;65;52;10;44;28;290
32;Graduation;Single;34176;1;5;5;7;24;19;14;20;89
39;Graduation;Married;19419;1;11;2;14;28;16;3;7;70
60;2n Cycle;Married;82504;0;7;362;50;431;134;35;54;1066
50;Graduation;Together;81205;0;1;724;74;929;97;55;130;2009
29;2n Cycle;Single;61618;0;9;605;91;399;0;45;205;1345
64;Master;Single;55284;1;12;547;7;140;0;7;63;764
57;Graduation;Single;49980;1;10;104;1;54;13;9;14;195
40;Graduation;Married;15072;2;5;8;2;15;0;10;18;53
46;Graduation;Single;49166;1;6;224;2;25;7;0;110;368
66;PhD;Married;65324;1;1;384;0;102;21;32;5;544
63;2n Cycle;Married;82347;0;11;556;54;845;202;133;63;1853
54;PhD;Together;30843;2;5;24;0;2;0;0;9;35
46;PhD;Married;46374;1;3;408;0;21;0;0;17;446
41;Graduation;Single;60474;1;4;265;199;303;234;9;170;1180
47;Master;Married;38576;1;3;34;0;7;0;0;0;41
35;Graduation;Married;55357;2;2;374;64;116;84;25;64;727
54;Graduation;Together;37758;2;10;27;2;10;0;0;1;40
31;2n Cycle;Married;85710;0;5;600;20;350;29;30;33;1062
51;Graduation;Together;23228;1;1;13;2;18;6;1;0;40
51;Master;Together;44602;2;2;167;2;89;0;0;34;292
33;Graduation;Married;7500;0;1;0;2;3;4;1;5;15
31;2n Cycle;Together;38683;1;10;46;35;69;84;41;66;341
45;2n Cycle;Single;49514;1;12;88;39;78;58;13;93;369
47;PhD;Together;57906;1;6;243;11;119;10;3;15;401
54;Master;Single;43456;1;3;275;11;68;25;7;7;393
34;Master;Single;19485;2;9;6;0;4;0;0;0;10
42;Graduation;Together;53172;1;5;121;62;90;68;20;125;486
41;Graduation;Together;30545;1;10;4;12;15;19;7;12;69
37;PhD;Together;70123;0;9;1308;0;396;23;0;0;1727
61;Graduation;Single;62450;1;1;515;47;267;62;66;38;995
44;Graduation;Together;21675;1;6;4;0;16;17;4;4;45
39;2n Cycle;Single;42395;2;4;48;13;57;24;15;25;182
42;Master;Together;61346;1;10;562;58;168;43;16;142;989
67;Graduation;Together;80812;0;9;769;22;500;210;143;33;1677
49;Master;Divorced;42835;2;6;379;4;93;12;9;98;595
37;Graduation;Married;39922;1;2;29;12;59;19;1;36;156
64;Master;Single;86424;0;4;387;68;569;89;45;68;1226
42;2n Cycle;Together;17117;1;1;12;23;38;30;18;7;128
48;Graduation;Single;24762;1;2;6;10;12;3;15;40;86
45;Graduation;Married;35797;1;10;27;1;14;4;1;21;68
45;Graduation;Divorced;36627;2;7;9;1;5;0;0;1;16
39;2n Cycle;Married;51111;2;6;22;0;19;6;5;3;55
48;PhD;Single;86857;0;9;899;102;838;133;102;40;2114
50;PhD;Together;82072;0;7;889;55;685;168;92;129;2018
67;PhD;Single;46231;3;11;189;2;55;0;5;12;263
61;Graduation;Married;42243;2;12;48;0;2;0;0;5;55
58;Graduation;Together;51195;2;4;230;14;156;82;24;58;564
42;Master;Single;68092;0;12;852;60;207;78;36;48;1281
47;Graduation;Married;31814;1;2;35;3;20;4;1;20;83
